StationID	StationNam	LatitudeDD	LongitudeD	Horizontal	StationDep	StationD_1	WaterbodyN	NEPName	TaxaName	Count	PctDensity
21MABCH-MA279857	Popponessett Beach Assoc. - Popponessett	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.111111111
21MABCH-MA297887	Pavillion	42.69831	-70.79172	NAD83	NA	NA	NA	NA	taxon02	1	0.2
21MABCH-MA313766	Tractor	42.5	-70.8	NAD83	NA	NA	NA	NA	taxon02	1	0.2
21MABCH-MA365360	Norton Point Beach	41.35263	-70.49919	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
21MABCH-MA387864	Yacht Club	41.51334	-71.07588	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
21MABCH-MA402437	Flax Pond	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
21MABCH-MA432928	40th Pole 2	41.29412	-70.18381	NAD83	NA	NA	NA	NA	taxon02	1	0.125
21MABCH-MA434583	Lynn (DCR - DUPR)	42.45853	-70.93434	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
21MABCH-MA454036	Lagoon Pond Herring Run	41.42951	-70.59991	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
21MABCH-MA479310	Shubael Pond	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
21MABCH-MA512984	Hathaway Pond	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.2
21MABCH-MA513032	Lake Street	41.45615	-70.62161	NAD83	NA	NA	NA	NA	taxon02	1	0.2
21MABCH-MA515068	Sandy Beach	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
21MABCH-MA523876	Manchester Bath & Tennis	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
21MABCH-MA530831	Rice	42.54676	-70.85781	NAD83	NA	NA	NA	NA	taxon02	1	0.125
21MABCH-MA541390	Adamsiville Road (Old Harbor)	41.5496	-71.12469	NAD83	NA	NA	NA	NA	taxon02	1	0.2
21MABCH-MA551484	Long Pond - Lyman	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.25
21MABCH-MA560717	Melville	42.25799	-70.89632	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
21MABCH-MA567346	Dennis Pond	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.2
21MABCH-MA567507	Howlands Landing	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.25
21MABCH-MA574201	Big Sandy Pond	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
21MABCH-MA610892	Constitution (DCR - DUPR)	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.2
21MABCH-MA612127	Felix Neck	41.42066	-70.56231	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
21MABCH-MA629052	East Blvd.	41.60864	-70.90426	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
21MABCH-MA645963	Cliff Road	42.25853	-70.85348	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
21MABCH-MA675341	Sandy Beach	42.55491	-70.91839	NAD83	NA	NA	NA	NA	taxon02	1	0.125
21MABCH-MA678179	Bumkin Isle	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
21MABCH-MA682541	Jack Knife Point	41.76843	-69.96222	NAD83	NA	NA	NA	NA	taxon02	1	0.111111111
21MABCH-MA755784	Dane Street	42.54784	-70.86972	NAD83	NA	NA	NA	NA	taxon02	1	0.25
21MABCH-MA763335	Houghton's Pond @ Bathhouse (DCR - DUPR)	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
21MABCH-MA773323	Wyndmere Bluffs	41.6635	-70.08289	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
21MABCH-MA829096	Constitution (DCR - DUPR)	42.38417	-71.00702	NAD83	NA	NA	NA	NA	taxon02	1	0.2
21MABCH-MA858637	Hardin Hill	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
21MABCH-MA859072	Trunk River	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.25
21MABCH-MA896969	Little River	41.53539	-70.96885	NAD83	NA	NA	NA	NA	taxon02	1	0.25
21MABCH-MA922528	Goose Pond	42	-70	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
21MABCH-MA940328	Bay Street	41.7384	-70.64504	NAD83	NA	NA	NA	NA	taxon02	1	0.5
AQUINNAH-MEN PND WB	Menemsha Pond West Basic Dock	41.3500338	-70.7668222	NAD83	NA	NA	NA	NA	taxon02	1	0.058823529
AQUINNAH-MEN TXCO	Texaco Dock located inside Menemsha Pond	41.3500744	-70.7666683	NAD83	NA	NA	NA	NA	taxon02	1	0.066666667
AQUINNAH_WQX-MEN POND DOD	"Menemsha Pond Site # 46 - QuitsaMouth, DOD"	41.33380828	-70.76803592	NAD83	NA	NA	NA	NA	taxon02	1	0.055555556
AQUINNAH_WQX-MEN POND QD	Menemsha Pond Site # 47 - Quitsa Dock	41.327177	-70.76739858	NAD83	NA	NA	NA	NA	taxon02	1	0.052631579
EMAP_CS-BU01-0001-A	Buzzards Bay	41.604	-70.643	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-BU01-0002-C	Buzzards Bay	41.757	-70.712	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS-BU01-0007-A	Buzzards Bay	41.695	-70.751	NAD83	NA	NA	NA	NA	taxon02	1	0.125
EMAP_CS-BU01-0016-C	Buzzards Bay	41.557	-71.067	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS-BU01-0018-A	Buzzards Bay	41.551	-70.838	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-BU01-0020-A	Buzzards Bay	41.508	-70.732	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-BU01-0026-B	Buzzards Bay	41.463	-71	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-MA00-0005-A	Salem Sound	42.548	-70.835	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
EMAP_CS-MA00-0007-A	Gloucester Harbor	42.59	-70.665	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
EMAP_CS-MA00-0009-C	Cape Cod Canal	41.738	-70.622	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS-MA00-0013-A	Cape Cod Bay	41.751	-70.182	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS-MA00-0015-A	Cape Cod Bay	41.83	-70.313	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA00-0017-B	Cape Cod Bay	41.824	-70.103	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA00-0021-A	Cape Cod Bay	41.877	-70.253	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-MA00-0023-A	Cape Cod Bay	41.849	-70.035	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA00-0027-A	Cape Cod Bay	41.993	-70.329	NAD83	NA	NA	NA	NA	taxon02	1	0.125
EMAP_CS-MA00-0041-A	Buzzards Bay	41.584	-70.797	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-MA00-0045-A	Buzzards Bay	41.655	-70.745	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA00-0047-A	Buzzards Bay	41.734	-70.712	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-MA00-0049-A	Maddaket Harbor	41.276	-70.207	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS-MA00-0051-B	Katama Bay	41.36	-70.502	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
EMAP_CS-MA00-0055-B	Vineyard Ponds	41.433	-70.602	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS-MA00-0061-C	Lewis Bay	41.635	-70.242	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-MA00-0063-B	Chatham Harbor	41.72	-69.986	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
EMAP_CS-MA00-0065-A	Nauset Harbor	41.834	-69.972	NAD83	NA	NA	NA	NA	taxon02	1	0.125
EMAP_CS-MA00-0067-A	North/South Rivers	42.142	-70.698	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA00-0071-B	Boston Inner Harbor	42.348	-71.054	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
EMAP_CS-MA00-0087-A	Taunton River	41.815	-71.113	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS-MA00-0089-B	Taunton River	41.833	-71.109	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA00-0093-A	Nahant Bay	42.451	-70.911	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA00-0095-A	Ipswich Bay	42.698	-70.71	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS-MA00-0099-A	Cape Cod Bay	42.026	-70.337	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS-MA00-0101-A	Cape Cod Bay	41.933	-70.38	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA00-0103-A	Cape Cod Bay	41.79	-70.27	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS-MA00-0105-A	Cape Cod Bay	41.831	-70.123	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
EMAP_CS-MA00-0107-A	Cape Cod Bay	41.9	-70.132	NAD83	NA	NA	NA	NA	taxon02	1	0.125
EMAP_CS-MA00-0113-A	Cape Cod Bay	41.895	-70.414	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA00-0119-A	Cape Cod Bay	41.949	-70.218	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA00-0121-A	Cape Cod Bay	41.98	-70.138	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA00-0123-A	Cape Cod Bay	41.994	-70.219	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA00-0127-A	Buzzards Bay	41.539	-70.77	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA00-0131-A	Buzzards Bay	41.657	-70.701	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-MA00-0133-A	Buzzards Bay	41.671	-70.729	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-MA00-0135-A	Buzzards Bay	41.593	-70.672	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-MA00-0141-A	Cape Cod Bay	41.804	-70.386	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS-MA00-0143-A	Cape Cod Bay	41.748	-70.329	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-MA01-0002-A	Salem Sound	42.532	-70.852	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS-MA01-0006-A	Gloucester Harbor	42.597	-70.682	NAD83	NA	NA	NA	NA	taxon02	1	0.125
EMAP_CS-MA01-0010-A	Cape Cod Canal	41.739	-70.616	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA01-0020-A	Cape Cod Bay	41.91	-70.454	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA01-0022-B	Cape Cod Bay	41.908	-70.154	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-MA01-0024-A	Kingston Bay	42.003	-70.68	NAD83	NA	NA	NA	NA	taxon02	1	0.111111111
EMAP_CS-MA01-0026-A	Cape Cod Bay	41.96	-70.426	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA01-0028-A	Cape Cod Bay	41.95	-70.212	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA01-0030-A	Duxbury Bay	42.032	-70.657	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA01-0040-B	New Bedford Harbor	41.642	-70.921	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA01-0042-A	Buzzards Bay	41.586	-70.686	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-MA01-0048-C	Buzzards Bay	41.709	-70.63	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS-MA01-0050-A	Menemsha Pond	41.339	-70.773	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-MA01-0056-A	Vineyard Ponds	41.449	-70.591	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS-MA01-0058-B	Popponesset Bay	41.593	-70.459	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-MA01-0064-A	Chatham Harbor	41.748	-69.942	NAD83	NA	NA	NA	NA	taxon02	1	0.111111111
EMAP_CS-MA01-0068-A	Dorchester Bay	42.296	-71.043	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-MA01-0070-A	North/South Rivers	42.163	-70.712	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS-MA01-0072-A	Boston Inner Harbor	42.362	-71.029	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS-MA01-0076-A	Plum Island Sound	42.696	-70.805	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS-MA01-0084-A	Mt. Hope Bay	41.725	-71.195	NAD83	NA	NA	NA	NA	taxon02	1	0.125
EMAP_CS-MA01-0088-A	Taunton River	41.799	-71.119	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-MA01-0090-A	Taunton River	41.875	-71.094	NAD83	NA	NA	NA	NA	taxon02	1	0.111111111
EMAP_CS-VA93-708	Nantucket Sound	41.314	-70.229	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
EMAP_CS-VA93-711	Nantucket Sound	41.336	-70.773	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS-VA93-714	Nantucket Sound	41.388	-70.463	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS-VA93-715	Nantucket Sound	41.444	-70.789	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS-VA93-717	Nantucket Sound	41.456	-70.124	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS-VA93-720	Buzzards Bay	41.582	-70.908	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS-VA93-721	Buzzards Bay	41.586	-70.686	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA03-0100-A	Menemsha Pond	41.331	-70.7691	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA03-0103-C	Buzzards Bay	41.4333	-70.9533	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-MA03-0106-A	Nantucket Harbor	41.3359	-70.0157	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA03-0109-A	Buzzards Bay	41.5355	-70.7242	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-MA03-0112-A	Buzzards Bay	41.552	-70.79	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-MA03-0118-A	Cape Cod Bay	41.7472	-70.2204	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA03-0121-A	Buzzards Bay	41.7357	-70.6293	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-MA03-0124-A	Cape Cod Bay	41.8312	-70.1273	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-MA03-0127-A	Cape Cod Bay	41.8879	-70.5134	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA03-0130-A	Nauset Harbor	41.8413	-69.9508	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS_WQX-MA03-0139-A	Quincy Bay	42.2733	-70.9773	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-MA03-0142-C	Boston Inner Harbor	42.4053	-71.0718	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
EMAP_CS_WQX-MA03-0145-A	Gloucester Harbor	42.5833	-70.6656	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA03-0148-A	Sandy Bay	42.6767	-70.6226	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS_WQX-MA04-0002-A	Salem Sound	42.5316	-70.8522	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA04-0021-A	Cape Cod Bay	41.8766	-70.2528	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA04-0028-A	Cape Cod Bay	41.9495	-70.2122	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-MA04-0101-A	Maddaket Harbor	41.29	-70.224	NAD83	NA	NA	NA	NA	taxon02	1	0.125
EMAP_CS_WQX-MA04-0107-A	Westport River	41.5459	-71.0615	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS_WQX-MA04-0110-A	Vineyard Ponds	41.4587	-70.6227	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS_WQX-MA04-0113-A	Buzzards Bay	41.5699	-70.7213	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA04-0116-B	Buzzards Bay	41.6538	-70.7275	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS_WQX-MA04-0119-B	Chatham Harbor	41.7229	-69.9345	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS_WQX-MA04-0122-A	Cape Cod Bay	41.8361	-70.4544	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-MA04-0128-A	Cape Cod Bay	41.9537	-70.3598	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA04-0131-A	Kingston Bay	42.0056	-70.7038	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS_WQX-MA04-0134-B	Cape Cod Bay	41.9915	-70.0951	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS_WQX-MA04-0137-A	Cape Cod Bay	42.0547	-70.2371	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS_WQX-MA04-0140-A	North/South Rivers	42.1583	-70.7656	NAD83	NA	NA	NA	NA	taxon02	1	0.111111111
EMAP_CS_WQX-MA05-0001-A	Buzzards Bay	41.593	-70.716	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA05-0002-A	Cape Cod Bay	42.04	-70.153	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA05-0003-A	Cape Cod Bay	41.921	-70.28	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS_WQX-MA05-0007-A	Buzzards Bay	41.615	-70.89	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
EMAP_CS_WQX-MA05-0010-A	Cape Cod Bay	41.858	-70.355	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS_WQX-MA05-0011-A	Cape Cod Bay	41.956	-70.083	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS_WQX-MA05-0012-A	Cape Cod Bay	41.794	-70.246	NAD83	NA	NA	NA	NA	taxon02	1	0.125
EMAP_CS_WQX-MA05-0018-A	Cape Cod Bay	41.954	-70.443	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-MA05-0019-A	Buzzards Bay	41.64	-70.776	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS_WQX-MA05-0020-A	Buzzards Bay	41.448	-70.902	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-MA05-0021-A	Cape Cod Bay	41.835	-70.17	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EMAP_CS_WQX-MA05-0022-A	Cape Cod Bay	41.845	-70.307	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS_WQX-MA05-0024-B	Cape Cod Bay	41.827	-70.497	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA05-0025-A	Cape Cod Bay	41.773	-70.183	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
EMAP_CS_WQX-MA06-0026-A	Stage Harbor	41.679	-69.968	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS_WQX-MA06-0027-A	Cape Cod Bay	41.934	-70.453	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-MA06-0030-A	Cape Cod Bay	41.816	-70.164	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA06-0032-A	Cape Cod Bay	42.009	-70.152	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA06-0033-A	Cape Cod Bay	41.864	-70.417	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-MA06-0036-A	Buzzards Bay	41.516	-70.979	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS_WQX-MA06-0037-A	Broad Sound	42.454	-70.946	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-MA06-0038-A	Cape Cod Bay	42	-70.309	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS_WQX-MA06-0039-A	Cape Cod Bay	41.822	-70.347	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA06-0041-A	Cape Cod Bay	41.795	-70.482	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA06-0043-A	Cape Cod Bay	41.892	-70.285	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-MA06-0046-A	Buzzards Bay	41.566	-70.809	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EMAP_CS_WQX-MA06-0047-A	Sculpin Ledge	42.308	-70.987	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS_WQX-MA06-0049-A	Gloucester Harbor	42.598	-70.662	NAD83	NA	NA	NA	NA	taxon02	1	0.111111111
EMAP_CS_WQX-RI05-0003-A	Mt. Hope Bay	41.703	-71.2	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EMAP_CS_WQX-RI05-0025-A	Taunton River	41.709	-71.165	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EMAP_CS_WQX-RI06-0044-A	Mt. Hope Bay	41.703	-71.2	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EPA_OCMA_R1-BS-1	Broad Sound-1	42.3971	-70.9535	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EPA_OCMA_R1-BS-2	Broad Sound-2	42.4078	-70.9336	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
EPA_OCMA_R1-Glou	Gloucester	42.56672	-70.66683	NAD83	NA	NA	NA	NA	taxon02	1	0.125
EPA_OCMA_R1-IB-1	Ipswich Bay-1	42.68172	-70.6846	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EPA_OCMA_R1-IB-2	Ipswich Bay-2	42.68947	-70.7055	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EPA_OCMA_R1-MERR-2	Merrimack-2	42.77783	-70.7793	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
EPA_OCMA_R1-MERR-4	MERR-4	42.76676	-70.61693	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EPA_OCMA_R1-R-21	R1-21	42.59922	-70.5428	NAD83	NA	NA	NA	NA	taxon02	1	0.25
EPA_OCMA_R1-R-24	R1-24	42.35005	-70.9166	NAD83	NA	NA	NA	NA	taxon02	1	0.333333333
EPA_OCMA_R1-R1-20	R1-20	42.80983	-70.7934	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EPA_OCMA_R1-R1-23	R1-23	42.45808	-70.7837	NAD83	NA	NA	NA	NA	taxon02	1	0.2
EPA_OCMA_R1-R1-24	R1-24	42.35005	-70.9166	NAD83	NA	NA	NA	NA	taxon02	1	0.142857143
EPA_OCMA_R1-R1-25	R1-25	42.29982	-70.7899	NAD83	NA	NA	NA	NA	taxon02	1	0.166666667
MYRWA-CHR95S	Chelsea River in East Boston at Condor Street; sampled at east side of Urban Wild	42.38357	-71.02906	WGS84	NA	NA	NA	NA	taxon02	1	0.166666667
MYRWA-MYRMMP	Mystic River at Mary O'Malley Park in Chelsea; sampled from east side of wooden pier at east end of park	42.38715	-71.04901	WGS84	NA	NA	NA	NA	taxon02	1	0.25
NALMS-2455	Avcootcave	41.67493	-70.75697	NA	NA	NA	NA	NA	taxon02	1	0.25
NALMS-2462	Blankenship Cove	41.7028	-70.7431	NA	NA	NA	NA	NA	taxon02	1	0.166666667
NALMS-2469	Broad Muddy Cove	41.74782	-70.656	NA	NA	NA	NA	NA	taxon02	1	0.166666667
NALMS-2475	Butler Cove	41.4476	-70.3776	NA	NA	NA	NA	NA	taxon02	1	0.125
NALMS-2478	Buzzards Bay	41.6542	-70.8097	NA	NA	NA	NA	NA	taxon02	1	0.25
NALMS-2507	Dam Pond	41.6366	-70.4019	NA	NA	NA	NA	NA	taxon02	1	0.125
NALMS-2519	"Eel Pond, Bourne"	41.5583	-70.5458	NA	NA	NA	NA	NA	taxon02	1	0.166666667
NALMS-2537	Great Pond	41.7375	-70.5833	NA	NA	NA	NA	NA	taxon02	1	0.166666667
NALMS-2547	Hammett Cove	41.7125	-70.7569	NA	NA	NA	NA	NA	taxon02	1	0.166666667
NALMS-2576	Little Buttermilk Bay	41.76931	-70.60997	NA	NA	NA	NA	NA	taxon02	1	0.2
NALMS-2578	Little Pleasant Bay	41.75517	-69.9705	NA	NA	NA	NA	NA	taxon02	1	0.2
NALMS-2590	Manchester Harbor	42.5625	-70.782	NA	NA	NA	NA	NA	taxon02	1	0.166666667
NALMS-2599	Mattapoisett Harbor	41.65	-70.80972	NA	NA	NA	NA	NA	taxon02	1	0.166666667
NALMS-2618	Nasketucket Bay	41.63908	-70.86816	NA	NA	NA	NA	NA	taxon02	1	0.166666667
NALMS-2621	Nonquit Marsh	41.5503	-70.937	NA	NA	NA	NA	NA	taxon02	1	0.166666667
NALMS-2626	Onset Bay	41.735	-70.65	NA	NA	NA	NA	NA	taxon02	1	0.2
NALMS-2632	Penikese Island	41.45	-70.9236	NA	NA	NA	NA	NA	taxon02	1	0.166666667
NALMS-2641	Pleasant Bay	41.73767	-69.9815	NA	NA	NA	NA	NA	taxon02	1	0.142857143
NALMS-2653	Quissett Harbor	41.5437	-70.65273	NA	NA	NA	NA	NA	taxon02	1	0.166666667
NALMS-2656	Red Brook Harbor	41.67471	-70.61508	NA	NA	NA	NA	NA	taxon02	1	0.25
NALMS-2684	Sippican (Marion) Harbor	41.7055	-70.7572	NA	NA	NA	NA	NA	taxon02	1	0.166666667
NALMS-2693	Snug Harbor/Falmouth	41.54222	-70.60888	NA	NA	NA	NA	NA	taxon02	1	0.333333333
NALMS-2714	The River (part of Pleasant Bay)	41.7603	-69.9605	NA	NA	NA	NA	NA	taxon02	1	0.2
NALMS-2737	West Bay	41.6119	-70.4073	NA	NA	NA	NA	NA	taxon02	1	0.25
NALMS-2738	West Falmouth Harbor	41.5425	-70.6125	NA	NA	NA	NA	NA	taxon02	1	0.5
